Trained Samples, Block Average Training Error
246750,0.109761073
247000,0.099036666
247250,0.161638044
247500,0.091516943
247750,0.088202749
248000,0.128933593
248250,0.095342354
248500,0.115587335
248750,0.074192503
249000,0.146244268
249250,0.120552426
249500,0.077579305
249750,0.083668651
250000,0.098346752
250250,0.084025049
250500,0.08727646
250750,0.08707347
251000,0.112706336
251250,0.143882124
251500,0.134158884
251750,0.093888896
252000,0.135915444
252250,0.167601416
252500,0.112503826
252750,0.156377216
253000,0.134887995
253250,0.060260577
253500,0.089902411
253750,0.100007186
254000,0.086161682
254250,0.149197982
254500,0.140158437
254750,0.101860968
255000,0.113532597
255250,0.109348792
255500,0.185251025
255750,0.136099537
256000,0.055583424
256250,0.117712728
256500,0.073143698
256750,0.134250764
257000,0.120393178
257250,0.08090575
257500,0.05790708
257750,0.079917461
258000,0.187428258
258250,0.155180423
258500,0.11259255
258750,0.064377961
259000,0.131247361
259250,0.090898385
259500,0.112097323
259750,0.120918816
260000,0.125935062
260250,0.139397352
260500,0.166659725
260750,0.02814401
261000,0.098814863
261250,0.05187921
261500,0.168332362
261750,0.118045174
262000,0.106649359
262250,0.180156169
262500,0.109179751
262750,0.115268247
263000,0.065702785
263250,0.114792366
263500,0.090461039
263750,0.124250704
264000,0.075715258
264250,0.126648069
264500,0.090109406
264750,0.077272979
265000,0.150409226
265250,0.061113667
265500,0.124962105
265750,0.071069226
266000,0.063792853
266250,0.114484977
266500,0.10597051
266750,0.188748943
267000,0.151566346
267250,0.129909871
267500,0.052395023
267750,0.117754285
268000,0.070543838
268250,0.055105029
268500,0.12311532
268750,0.116758585
269000,0.079624704
269250,0.14221856
269500,0.117439311
269750,0.068519479
270000,0.108473741
270250,0.108935651
270500,0.121681443
270750,0.19750289
271000,0.116147443
271250,0.088187097
271500,0.124499905
271750,0.083344389
272000,0.094285823
272250,0.149405432
272500,0.137376762
272750,0.135851607
273000,0.09443799
273250,0.170986459
273500,0.20261324
273750,0.091880575
274000,0.09772308
274250,0.079341399
274500,0.063830029
274750,0.159693558
275000,0.12264161
275250,0.102936078
275500,0.135472508
275750,0.133151033
276000,0.077376228
276250,0.115543581
276500,0.153739239
276750,0.108184381
277000,0.131394575
277250,0.074934352
277500,0.100925714
277750,0.067134027
278000,0.122574306
278250,0.081948157
278500,0.061262137
278750,0.084356248
279000,0.084348038
279250,0.127964762
279500,0.15699701
279750,0.07784952
280000,0.111043477
280250,0.103628426
280500,0.125247129
280750,0.131410653
281000,0.235666913
281250,0.11407597
281500,0.099251962
281750,0.152653154
282000,0.171919293
282250,0.108882692
282500,0.107823329
282750,0.112270406
283000,0.158585169
283250,0.105673751
283500,0.098663751
283750,0.119393506
284000,0.120347979
284250,0.104648793
284500,0.118945895
284750,0.160767798
285000,0.067101096
285250,0.079418432
285500,0.096685487
285750,0.144949661
286000,0.117389289
286250,0.159947228
286500,0.074590576
286750,0.128346096
287000,0.115947723
287250,0.128867873
287500,0.112971288
287750,0.174139676
288000,0.103609079
288250,0.088461965
288500,0.118516407
288750,0.057064255
289000,0.080365871
289250,0.106009146
289500,0.10776333
289750,0.115620107
290000,0.083743842
290250,0.124458056
290500,0.143770833
290750,0.087106625
291000,0.113598273
291250,0.183927412
291500,0.082254132
291750,0.06440198
292000,0.172019468
292250,0.11620407
292500,0.127830557
292750,0.11258324
293000,0.05804812
293250,0.113577986
293500,0.103211399
293750,0.126956414
294000,0.136619026
294250,0.150657049
294500,0.098197858
294750,0.119156978
295000,0.111912113
295250,0.107751672
295500,0.115460068
295750,0.096326049
296000,0.093811964
296250,0.078445069
296500,0.137358492
296750,0.102931276
297000,0.112213253
297250,0.160446497
297500,0.135760494
297750,0.099849323
298000,0.071221019
298250,0.154053001
298500,0.13658976
298750,0.081208022
299000,0.114881018
299250,0.121910616
299500,0.075826261
299750,0.108129711
300000,0.080441095
