Trained Samples, Block Average Training Error
369000,0.078517843
369250,0.065387375
369500,0.128820112
369750,0.035500387
370000,0.077284534
370250,0.035916382
370500,0.130508995
370750,0.039182695
371000,0.033538264
371250,0.032781984
371500,0.126827837
371750,0.062472801
372000,0.033129489
372250,0.037601373
372500,0.085009335
372750,0.033973628
373000,0.034032757
373250,0.104708908
373500,0.030927866
373750,0.028925768
374000,0.077611836
374250,0.059627476
374500,0.050312608
374750,0.050549217
375000,0.121207598
375250,0.125933796
375500,0.013074029
375750,0.020258545
376000,0.068021514
376250,0.050034454
376500,0.085363156
376750,0.079553303
377000,0.032318863
377250,0.06088616
377500,0.094520414
377750,0.092064756
378000,0.063031407
378250,0.103049152
378500,0.079019443
378750,0.049952988
379000,0.023814193
379250,0.078126236
379500,0.133864126
379750,0.050973933
380000,0.065735552
380250,0.093728198
380500,0.159034669
380750,0.079384709
381000,0.156722054
381250,0.021197189
381500,0.084463034
381750,0.158069016
382000,0.059940801
382250,0.089370734
382500,0.064486771
382750,0.068559735
383000,0.060218577
383250,0.077440429
383500,0.089811329
383750,0.028444608
384000,0.061936733
384250,0.06646926
384500,0.104875379
384750,0.060356821
385000,0.079822525
385250,0.108634608
385500,0.05265247
385750,0.082007494
386000,0.098422186
386250,0.056929868
386500,0.060360242
386750,0.1040695
